OBJECTID,SITEREF,BOUNDNUM,OBJID,SITESORT,BOUNDREF,SITEALIAS,SITEADDRESS,SITEYRDESCRIPTION,SUITTYPE,SITEYRSUITCOMMENTS,AVLTYPE,SITEYRAVLBTYCOMMENTS,ACHTYPE,SITEYRACHCOMMENTS,SAPSTATUS,SAPREF,TOTALSHT,TOTALMED,TOTALLNG,TOTALIPP,TOTALOPP,SHLTOT,YR19_20,YR20_21,YR21_22,YR22_23,YR23_24,YR24_25,YR25_26,YR26_27,YR27_28,YR28_29,YR29_30,YR30_31,YR31_32,YR32_33,YR33_34,YR34_35,YR35_36,LCCOWN,SHLVERSIONREF,SHLAAYEAR,SHLAAYRVERSION,HMCAMAX,WARDMAX,Shape__Area,Shape__Length,SAPCAP
2243,SHL01982,SHL019821,1049,5482,SHL019821,5482,"Lion House, 41 York Place, Leeds",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Beyond 2033,2024,1,City Centre,Little London & Woodhouse,0,0,
2244,SHL00867,SHL008672,411,2155,SHL008672,2155,South Of Ardsley Common,Farmland to the south and east of Bradford Road.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,246
2247,SHL01389,SHL013892,682,5002,SHL013892,5002,"Green Lane, Kippax",Site is heavily sloping and undulating. Substantial stables building which appears to be a business based from the site.,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,Beyond 2033,2024,1,Outer South East,Kippax & Methley,0,0,69
2248,SHL01615,SHL016152,828,3456.1,SHL016152,3456A,Land off Haigh Moor Road,Site topography is flat and sloping,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not allocated for housing,xBL1-30,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,Beyond 2033,2024,1,Outer South West,Ardsley & Robin Hood,0,0,41
2562,SHL01985,SHL019851,1051,5485,SHL019851,5485,"Scatcherd Works, Scatcherd Lane, Morley",,Suitable,Site obtained planning permission on 18/05/2023 and has current approval under 23/01398/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 23/01398/FU by Express Developments Leeds LLP and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Outer South West,Morley South,0,0,
2563,SHL01986,SHL019861,1052,5486,SHL019861,5486,"38 Hyde Terrace, Woodhouse",,Suitable,Site obtained planning permission on 17/11/2020 and has current approval under 20/01510/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/01510/FU by Barnett & Daughters Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,11,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
2564,SHL01987,SHL019871,1053,5487,SHL019871,5487,"5 Grove Lane, Headingley",,Suitable,Site obtained planning permission on 17/11/2020 and has current approval under 20/02075/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/02075/FU by S & P Nangla and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,North Leeds,Weetwood,0,0,
2568,SHL01991,SHL019911,1057,5491,SHL019911,5491,"Athenaeum Building, 147 - 157 The Headrow",,Suitable,Site obtained detailed planning permission under 20/00014/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,43,0,0,43,0,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
2571,SHL01994,SHL019941,1060,5494,SHL019941,5494,"Former Santander Uk Plc, 44 Merrion Street",,Suitable,Site obtained detailed planning permission under 20/01965/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,345,0,0,345,0,345,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
2572,SHL01995,SHL019951,1061,5495,SHL019951,5495,"Westgate Point, 30 Westgate",,Suitable,Site obtained detailed planning permission under 20/08564/DPD and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,24,0,0,24,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
2574,SHL01997,SHL019971,1063,5497,SHL019971,5497,"Lofthouse Terrace, Woodhouse",,Suitable,Site obtained detailed planning permission under 20/01478/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,121,0,0,121,0,121,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,Inner Area,Little London & Woodhouse,0,0,
2883,SHL02001,SHL020011,1064,5501,SHL020011,5501,"Land At Quarry Hill And St Cecilia Street",,Suitable,Site obtained detailed planning permission under 19/04945/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,515,0,0,515,0,515,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
2886,SHL02004,SHL020041,1067,5504,SHL020041,5504,"Zenith Chambers, 10 Park Square East",,Suitable,Site obtained planning permission on 04/03/2021 and has current approval under 21/00017/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/00017/FU by Dhand Investment Capital - Mr R Dhand and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
2887,SHL02005,SHL020051,1068,5505,SHL020051,5505,"Sugar Hill Close, Oulton Drive, Wordsworth Drive, Oulton",,Suitable,Site obtained planning permission on 15/01/2021 and has current approval under 17/06933/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 17/06933/FU by Pemberstone (Oulton Properties) Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,70,0,0,70,0,70,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,Outer South,Rothwell,0,0,
3202,SHL02007,SHL020071,1069,5507,SHL020071,5507,"Land Adjacent To Pennington Court Nursing Home, Hunslet Hall Road, Beeston",,Suitable,Site obtained planning permission on 21/10/2021 and has current approval under 21/06065/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/06065/FU by Preferred Homes Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,63,0,0,63,0,63,0,0,0,0,0,0,20,20,23,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Inner Area,Hunslet & Riverside,0,0,
3204,SHL02009,SHL020091,1071,5509,SHL020091,5509,"23 Butts Court",,Suitable,Site obtained planning permission on 23/02/2021 and has current approval under 20/08420/DPD.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/08420/DPD by A Property Limited and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,21,0,0,21,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
3205,SHL02010,SHL020101,1072,5510,SHL020101,5510,"Fairfax House, Wade Lane",,Suitable,Site obtained detailed planning permission under 21/01430/DPD and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,68,0,0,68,0,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
3521,SHL02012,SHL020121,1074,5512,SHL020121,5512,Land north of Station Road Methley,,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,,Beyond 2033,2024,1,Outer South,Kippax & Methley,0,0,
3522,SHL02013,SHL020131,1075,5513,SHL020131,5513,Land south of Leeds Road Collingham,,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,592,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,,Beyond 2033,2024,1,Outer North East,Harewood,0,0,
3523,SHL02014,SHL020141,1076,5514,SHL020141,5514,"Land off Reedsdale Gardens, Morley",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,,Beyond 2033,2024,1,Outer South West,Morley North,0,0,
3524,SHL02015,SHL020151,1077,5515,SHL020151,5515,"University Land East Of Sadler Way, Adel",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,,Beyond 2033,2024,1,North Leeds,Adel & Wharfedale,0,0,
3525,SHL02016,SHL020161,1078,5516,SHL020161,5516,"University Land East Of Sadler Way, Adel",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,Beyond 2033,Site submitted to the SHLAA process as available for development.,Beyond 2033,The site is recorded in the 2023 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2023.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Leeds Local Plan 2040.,Not adopted,n/a,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,,Beyond 2033,2024,1,North Leeds,Adel & Wharfedale,0,0,
3841,SHL02022,SHL020221,1084,5522,SHL020221,5522,"Canal Mills, Brandon Street, Armley",,Suitable,Site obtained planning permission on 16/07/2021 and has current approval under 17/07958/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 17/07958/FU by Rhodes Asset Management and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,148,0,0,148,0,148,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,
3842,SHL02017,SHL020171,1079,5517,SHL020171,5517,"Jefferson House, 27 Park Place",,Suitable,Site obtained planning permission on 12/07/2021 and has current approval under 21/01967/DPD.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/01967/DPD by Jefferson Investments Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,97,0,0,97,0,97,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
3843,SHL02018,SHL020181,1080,5518,SHL020181,5518,"Dysons Chambers, 12 - 14 Briggate",,Suitable,Site obtained planning permission on 27/07/2021 and has current approval under 21/02962/DPD.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/02962/DPD by Studious Investment Management Limited and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,82,0,0,82,0,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Hunslet & Riverside,0,0,
3844,SHL02019,SHL020191,1081,5519,SHL020191,5519,"115-126 Briggate, 8-9 Kirkgate & 7 Fish Street",,Suitable,Site obtained planning permission on 20/08/2021 and has current approval under 21/02996/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/02996/FU by St James Place Uk Plc C/O Orchard Street Investment Manageme and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,107,0,0,107,0,107,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
3845,SHL02020,SHL020201,1082,5520,SHL020201,5520,"Exchange Court, 2 West Way, Woodhouse",,Suitable,Site obtained planning permission on 15/12/2022 and has current approval under 22/06306/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 22/06306/FU by The Exchange Building Leeds Limited & The Exchange Leeds and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,250,0,0,250,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
4161,SHL02023,SHL020231,1085,5523,SHL020231,5523,"Ropery Cottage, Stainton Lane, Rothwell WF3 3RP",,LDF to determine,Site not adopted within the Site Allocations Plan for housing in the current plan period. Suitability of the location will be considered as part of a future review of the Site Allocations Plan if new sites are required to meet up-to-date housing needs.,,Site submitted to the SHLAA process as available for development.,,The site is recorded in the 2022 SHLAA update as available with the assessment of delivery beyond the plan period to that reflect the suitability of the location as at 1 April 2022.  The delivery of the site is dependent upon any future assessment on the policy status of the location to meet up-to-date housing needs that will be taken into account as part of SHLAA assessments and Local Plan Update.,Not adopted,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Beyond 2033,2024,1,Outer South,Rothwell,0,0,
4481,SHL00064,SHL000642,31,197,SHL000642,197,"Land At Bridge Street, Gower Street, Regent Street","This is  the site running down from Bridge Street to Regent Street, immediately west of elevated IRR. Former British Gas offices. Now 08/01948/FU for mixed use development (retail/hotel/leisure) with 636 residential units and some serviced apartments. There has been significant activity in 2015. It is understood the site has been bought by a South Eastern Company. Many of the conditions are being discharged.",Suitable,Site obtained planning permission on 13/10/2021 and has current approval under 18/06930/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 18/06930/FU by Ultra Asset Holdings Ltd and available for scheme to be brought forward.,Short (=<5yrs),"Site has planning permission under 08/01948/FU by Lunar Properties Ltd and available for scheme to be brought forward.   Approval 3 November 2015 for Erection of four buildings varying in height from 23 to 40 storeys over two podiums incorporating 636 residential units (Class C3) under 15/9/00264/MOD. Demolition approved in 2015 under 15/04980/DEMRG to implement scheme and conditions on 08/01948/FU application discharged in May 2016 under 16/02570/COND.   Building control notice to commence Phase 1a (hotel) received in March 2016 with residential element to follow.   The site was allocated for housing in the Site Allocations Plan on 10 July 2019 as a deliverable within the plan period. There are no identified impediments to the site being delivered.  Identified site in the SAP under HG1-247.  New planning application submitted on 05/11/2018 for Construction of five buildings ranging from 13 storeys to 31 storeys in height and consisting of 678 apartments (C3), residential amenity areas, commercial units (A1, A2, A3, A4, B1 and / or D2) and associated car parking; public realm and landscaping; access and servicing arrangements; and other associated works under 18/06930/FU.",Identified housing,HG1-247,586,92,0,678,0,678,0,0,0,0,0,0,50,236,200,100,92,0,0,0,0,0,0,0,Site with detailed planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,636
4482,SHL00849,SHL008492,401,2135,SHL008492,2135,Leeds Road Collingham,"PAS site located to the North of Leeds Road, Collingham.  Existing residential areas lie to the immediate north and east of the site.  Green Belt land to the immediate west and to the south of Leeds Road.",Suitable,Site obtained detailed planning permission under 19/07608/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified housing,HG1-519,127,0,0,127,0,127,0,0,0,0,0,13,30,30,30,24,0,0,0,0,0,0,0,0,Under construction,2024,1,Outer North East,Harewood,0,0,150
4483,SHL00496,SHL004962,198,1118,SHL004962,1118,"Church Lane And Manor Farm, Micklefield","Site submitted as two plots: one to the south of the settlement with open land beyond (UDP H3-3A.31); one to the east between the existing dwellings  and the motorway (UDP H3A.32).  The former is dealt with under SHLAA ref 820.",Suitable,Site obtained detailed planning permission under 21/02990/RM and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Identified housing,HG1-307,212,0,0,212,0,212,0,0,0,0,0,35,70,70,37,0,0,0,0,0,0,0,0,0,Under construction,2024,1,Outer South East,Kippax & Methley,0,0,400
4487,SHL02027,SHL020271,1089,5527,SHL020271,5527,"The Limelight Dance Studio, Armley Ridge Road, Armley",,Suitable,Site obtained planning permission on 04/10/2021 and has current approval under 21/04195/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/04195/FU by Zarina Acquisitions Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Outer West,Armley,0,0,
4489,SHL02025,SHL020251,1087,5525,SHL020251,5525,"2 Great George Street, Leeds",,Suitable,Site obtained detailed planning permission under 21/01869/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,83,0,0,83,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
4490,SHL02024,SHL020241,1086,5524,SHL020241,5524,"Former Drighlington A R L F C, 27 Wakefield Road, Drighlington",,Suitable,Site obtained detailed planning permission under 20/08503/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,Outer South West,Morley North,0,0,
4801,SHL02028,SHL020281,1090,5528,SHL020281,5528,"Land Off Cockshott Lane, Armley",,Suitable,Site obtained planning permission on 11/03/2022 and has current approval under 19/01670/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 19/01670/FU by MD Construction Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,Outer West,Armley,0,0,
4802,SHL02029,SHL020291,1091,5529,SHL020291,5529,"The Old School Site, Great North Road, Micklefield",,Suitable,Site obtained planning permission on 04/02/2022 and has current approval under 20/02915/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/02915/FU by Hirst SSAS and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Outer South East,Kippax & Methley,0,0,
4803,SHL02030,SHL020301,1092,5530,SHL020301,5530,"Micklefield House, New Road Side, Rawdon",,Suitable,Site obtained planning permission on 25/01/2022 and has current approval under 20/01306/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/01306/FU by Nicholas & Nicholas Limited and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Aireborough,Guiseley & Rawdon,0,0,
4804,SHL02031,SHL020311,1093,5531,SHL020311,5531,"3 Dolly Lane, Burmantofts",,Suitable,Site obtained planning permission on 14/01/2022 and has current approval under 20/06762/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/06762/FU by Phoenix Properties (Dolly Lane) Ltd and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,89,0,0,89,0,89,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Inner Area,Little London & Woodhouse,0,0,
4805,SHL02032,SHL020321,1094,5532,SHL020321,5532,"Former The Arkle Public House, 105 Springfield Avenue, Morley",,Suitable,Site obtained planning permission on 15/03/2022 and has current approval under 21/02880/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 21/02880/FU by Rahon Property Development and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,11,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,Outer South West,Morley North,0,0,
4806,SHL02033,SHL020331,1095,5533,SHL020331,5533,26 - 34 Merrion Street,,Suitable,Site obtained detailed planning permission under 21/06759/FU and is under construction as at 1st April 2023.,Short (=<5 yrs),Site is under construction as at 1st April 2023.,Short (=<5yrs),Site is under construction as at 1st April 2023.,Not adopted,n/a,88,0,0,88,0,88,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,,Under construction,2024,1,City Centre,Little London & Woodhouse,0,0,
5121,SHL02034,SHL020341,1096,5534,SHL020341,5534,"36 Hyde Terrace, Woodhouse",,Suitable,Site obtained planning permission on 27/04/2022 and has current approval under 20/02642/FU.  Construction yet to commence as at 1st April 2023.,Short (=<5 yrs),Site has planning permission under 20/02642/FU by C/A and available for scheme to be brought forward.,Short (=<5yrs),The site benefits from current planning approval and there are no identified impediments to the site being delivered in accordance with the approved scheme.,Not adopted,n/a,13,0,0,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,,Site with detailed planning permission,2024,1,City Centre,Little London & Woodhouse,0,0,
